,0,1,2
8657,V_MA20,EMA20,MACD
8658,V_MA20,EMA20,MACD_sig9
8659,V_MA20,EMA20,MACD_OSC
8660,V_MA20,EMA20,Fast%K
8661,V_MA20,EMA20,Fast%D
8662,V_MA20,EMA20,Slow%K
8663,V_MA20,EMA20,Slow%D
8664,V_MA20,EMA20,RSI14
8665,V_MA20,EMA20,RSI signal
8666,V_MA20,EMA20,CCI
8667,V_MA20,EMA20,A_Ratio
8668,V_MA20,EMA20,B_Ratio
8669,V_MA20,EMA20,ATR
8670,V_MA20,EMA20,UpDI
8671,V_MA20,EMA20,DownDI
8672,V_MA20,EMA20,MFI
8673,V_MA20,EMA20,Momentum
8674,V_MA20,EMA20,Sonar
8675,V_MA20,EMA20,Sonar_sig5
8676,V_MA20,EMA20,STDEV
8677,V_MA20,EMA20,Sigma
8678,V_MA20,EMA20,TRIX
8679,V_MA20,EMA20,VR
8680,V_MA20,EMA20,WILLR
8681,V_MA20,EMA20,Psy
8682,V_MA20,EMA20,Disparity20
8683,V_MA20,EMA20,Disparity60
8684,V_MA20,EMA20,ADX
8685,V_MA20,EMA20,ADOSC
8686,V_MA20,EMA20,Volume_OSC
8687,V_MA20,EMA20,upperband
8688,V_MA20,EMA20,middleband
8689,V_MA20,EMA20,lowerband
8690,V_MA20,EMA60,EMA120
8691,V_MA20,EMA60,MACD
8692,V_MA20,EMA60,MACD_sig9
8693,V_MA20,EMA60,MACD_OSC
8694,V_MA20,EMA60,Fast%K
8695,V_MA20,EMA60,Fast%D
8696,V_MA20,EMA60,Slow%K
8697,V_MA20,EMA60,Slow%D
8698,V_MA20,EMA60,RSI14
8699,V_MA20,EMA60,RSI signal
8700,V_MA20,EMA60,CCI
8701,V_MA20,EMA60,A_Ratio
8702,V_MA20,EMA60,B_Ratio
8703,V_MA20,EMA60,ATR
8704,V_MA20,EMA60,UpDI
8705,V_MA20,EMA60,DownDI
8706,V_MA20,EMA60,MFI
8707,V_MA20,EMA60,Momentum
8708,V_MA20,EMA60,Sonar
8709,V_MA20,EMA60,Sonar_sig5
8710,V_MA20,EMA60,STDEV
8711,V_MA20,EMA60,Sigma
8712,V_MA20,EMA60,TRIX
8713,V_MA20,EMA60,VR
8714,V_MA20,EMA60,WILLR
8715,V_MA20,EMA60,Psy
8716,V_MA20,EMA60,Disparity20
8717,V_MA20,EMA60,Disparity60
8718,V_MA20,EMA60,ADX
8719,V_MA20,EMA60,ADOSC
8720,V_MA20,EMA60,Volume_OSC
8721,V_MA20,EMA60,upperband
8722,V_MA20,EMA60,middleband
8723,V_MA20,EMA60,lowerband
8724,V_MA20,EMA120,MACD
8725,V_MA20,EMA120,MACD_sig9
8726,V_MA20,EMA120,MACD_OSC
8727,V_MA20,EMA120,Fast%K
8728,V_MA20,EMA120,Fast%D
8729,V_MA20,EMA120,Slow%K
8730,V_MA20,EMA120,Slow%D
8731,V_MA20,EMA120,RSI14
8732,V_MA20,EMA120,RSI signal
8733,V_MA20,EMA120,CCI
8734,V_MA20,EMA120,A_Ratio
8735,V_MA20,EMA120,B_Ratio
8736,V_MA20,EMA120,ATR
8737,V_MA20,EMA120,UpDI
8738,V_MA20,EMA120,DownDI
8739,V_MA20,EMA120,MFI
8740,V_MA20,EMA120,Momentum
8741,V_MA20,EMA120,Sonar
8742,V_MA20,EMA120,Sonar_sig5
8743,V_MA20,EMA120,STDEV
8744,V_MA20,EMA120,Sigma
8745,V_MA20,EMA120,TRIX
8746,V_MA20,EMA120,VR
8747,V_MA20,EMA120,WILLR
8748,V_MA20,EMA120,Psy
8749,V_MA20,EMA120,Disparity20
8750,V_MA20,EMA120,Disparity60
8751,V_MA20,EMA120,ADX
8752,V_MA20,EMA120,ADOSC
8753,V_MA20,EMA120,Volume_OSC
8754,V_MA20,EMA120,upperband
8755,V_MA20,EMA120,middleband
8756,V_MA20,EMA120,lowerband
8757,V_MA20,MACD,MACD_sig9
8758,V_MA20,MACD,MACD_OSC
8759,V_MA20,MACD,Fast%K
8760,V_MA20,MACD,Fast%D
8761,V_MA20,MACD,Slow%K
8762,V_MA20,MACD,Slow%D
8763,V_MA20,MACD,RSI14
8764,V_MA20,MACD,RSI signal
8765,V_MA20,MACD,CCI
8766,V_MA20,MACD,A_Ratio
8767,V_MA20,MACD,B_Ratio
8768,V_MA20,MACD,ATR
8769,V_MA20,MACD,UpDI
8770,V_MA20,MACD,DownDI
8771,V_MA20,MACD,MFI
8772,V_MA20,MACD,Momentum
8773,V_MA20,MACD,Sonar
8774,V_MA20,MACD,Sonar_sig5
8775,V_MA20,MACD,STDEV
8776,V_MA20,MACD,Sigma
8777,V_MA20,MACD,TRIX
8778,V_MA20,MACD,VR
8779,V_MA20,MACD,WILLR
8780,V_MA20,MACD,Psy
8781,V_MA20,MACD,Disparity20
8782,V_MA20,MACD,Disparity60
8783,V_MA20,MACD,ADX
8784,V_MA20,MACD,ADOSC
8785,V_MA20,MACD,Volume_OSC
8786,V_MA20,MACD,upperband
8787,V_MA20,MACD,middleband
8788,V_MA20,MACD,lowerband
8789,V_MA20,MACD_sig9,MACD_OSC
8790,V_MA20,MACD_sig9,Fast%K
8791,V_MA20,MACD_sig9,Fast%D
8792,V_MA20,MACD_sig9,Slow%K
8793,V_MA20,MACD_sig9,Slow%D
8794,V_MA20,MACD_sig9,RSI14
8795,V_MA20,MACD_sig9,RSI signal
8796,V_MA20,MACD_sig9,CCI
8797,V_MA20,MACD_sig9,A_Ratio
8798,V_MA20,MACD_sig9,B_Ratio
8799,V_MA20,MACD_sig9,ATR
8800,V_MA20,MACD_sig9,UpDI
8801,V_MA20,MACD_sig9,DownDI
8802,V_MA20,MACD_sig9,MFI
8803,V_MA20,MACD_sig9,Momentum
8804,V_MA20,MACD_sig9,Sonar
8805,V_MA20,MACD_sig9,Sonar_sig5
8806,V_MA20,MACD_sig9,STDEV
8807,V_MA20,MACD_sig9,Sigma
8808,V_MA20,MACD_sig9,TRIX
8809,V_MA20,MACD_sig9,VR
8810,V_MA20,MACD_sig9,WILLR
8811,V_MA20,MACD_sig9,Psy
8812,V_MA20,MACD_sig9,Disparity20
8813,V_MA20,MACD_sig9,Disparity60
8814,V_MA20,MACD_sig9,ADX
8815,V_MA20,MACD_sig9,ADOSC
8816,V_MA20,MACD_sig9,Volume_OSC
8817,V_MA20,MACD_sig9,upperband
8818,V_MA20,MACD_sig9,middleband
8819,V_MA20,MACD_sig9,lowerband
8820,V_MA20,MACD_OSC,Fast%K
8821,V_MA20,MACD_OSC,Fast%D
8822,V_MA20,MACD_OSC,Slow%K
8823,V_MA20,MACD_OSC,Slow%D
8824,V_MA20,MACD_OSC,RSI14
8825,V_MA20,MACD_OSC,RSI signal
8826,V_MA20,MACD_OSC,CCI
8827,V_MA20,MACD_OSC,A_Ratio
8828,V_MA20,MACD_OSC,B_Ratio
8829,V_MA20,MACD_OSC,ATR
8830,V_MA20,MACD_OSC,UpDI
8831,V_MA20,MACD_OSC,DownDI
8832,V_MA20,MACD_OSC,MFI
8833,V_MA20,MACD_OSC,Momentum
8834,V_MA20,MACD_OSC,Sonar
8835,V_MA20,MACD_OSC,Sonar_sig5
8836,V_MA20,MACD_OSC,STDEV
8837,V_MA20,MACD_OSC,Sigma
8838,V_MA20,MACD_OSC,TRIX
8839,V_MA20,MACD_OSC,VR
8840,V_MA20,MACD_OSC,WILLR
8841,V_MA20,MACD_OSC,Psy
8842,V_MA20,MACD_OSC,Disparity20
8843,V_MA20,MACD_OSC,Disparity60
8844,V_MA20,MACD_OSC,ADX
8845,V_MA20,MACD_OSC,ADOSC
8846,V_MA20,MACD_OSC,Volume_OSC
8847,V_MA20,MACD_OSC,upperband
8848,V_MA20,MACD_OSC,middleband
8849,V_MA20,MACD_OSC,lowerband
8850,V_MA20,Fast%K,Fast%D
8851,V_MA20,Fast%K,Slow%K
8852,V_MA20,Fast%K,Slow%D
8853,V_MA20,Fast%K,RSI14
8854,V_MA20,Fast%K,RSI signal
8855,V_MA20,Fast%K,CCI
8856,V_MA20,Fast%K,A_Ratio
8857,V_MA20,Fast%K,B_Ratio
8858,V_MA20,Fast%K,ATR
8859,V_MA20,Fast%K,UpDI
8860,V_MA20,Fast%K,DownDI
8861,V_MA20,Fast%K,MFI
8862,V_MA20,Fast%K,Momentum
8863,V_MA20,Fast%K,Sonar
8864,V_MA20,Fast%K,Sonar_sig5
8865,V_MA20,Fast%K,STDEV
8866,V_MA20,Fast%K,Sigma
8867,V_MA20,Fast%K,TRIX
8868,V_MA20,Fast%K,VR
8869,V_MA20,Fast%K,WILLR
8870,V_MA20,Fast%K,Psy
8871,V_MA20,Fast%K,Disparity20
8872,V_MA20,Fast%K,Disparity60
8873,V_MA20,Fast%K,ADX
8874,V_MA20,Fast%K,ADOSC
8875,V_MA20,Fast%K,Volume_OSC
8876,V_MA20,Fast%K,upperband
8877,V_MA20,Fast%K,middleband
8878,V_MA20,Fast%K,lowerband
8879,V_MA20,Fast%D,Slow%K
8880,V_MA20,Fast%D,Slow%D
8881,V_MA20,Fast%D,RSI14
8882,V_MA20,Fast%D,RSI signal
8883,V_MA20,Fast%D,CCI
8884,V_MA20,Fast%D,A_Ratio
8885,V_MA20,Fast%D,B_Ratio
8886,V_MA20,Fast%D,ATR
8887,V_MA20,Fast%D,UpDI
8888,V_MA20,Fast%D,DownDI
8889,V_MA20,Fast%D,MFI
8890,V_MA20,Fast%D,Momentum
8891,V_MA20,Fast%D,Sonar
8892,V_MA20,Fast%D,Sonar_sig5
8893,V_MA20,Fast%D,STDEV
8894,V_MA20,Fast%D,Sigma
8895,V_MA20,Fast%D,TRIX
8896,V_MA20,Fast%D,VR
8897,V_MA20,Fast%D,WILLR
8898,V_MA20,Fast%D,Psy
8899,V_MA20,Fast%D,Disparity20
8900,V_MA20,Fast%D,Disparity60
8901,V_MA20,Fast%D,ADX
8902,V_MA20,Fast%D,ADOSC
8903,V_MA20,Fast%D,Volume_OSC
8904,V_MA20,Fast%D,upperband
8905,V_MA20,Fast%D,middleband
8906,V_MA20,Fast%D,lowerband
8907,V_MA20,Slow%K,Slow%D
8908,V_MA20,Slow%K,RSI14
8909,V_MA20,Slow%K,RSI signal
8910,V_MA20,Slow%K,CCI
8911,V_MA20,Slow%K,A_Ratio
8912,V_MA20,Slow%K,B_Ratio
8913,V_MA20,Slow%K,ATR
8914,V_MA20,Slow%K,UpDI
8915,V_MA20,Slow%K,DownDI
8916,V_MA20,Slow%K,MFI
8917,V_MA20,Slow%K,Momentum
8918,V_MA20,Slow%K,Sonar
8919,V_MA20,Slow%K,Sonar_sig5
8920,V_MA20,Slow%K,STDEV
8921,V_MA20,Slow%K,Sigma
8922,V_MA20,Slow%K,TRIX
8923,V_MA20,Slow%K,VR
8924,V_MA20,Slow%K,WILLR
8925,V_MA20,Slow%K,Psy
8926,V_MA20,Slow%K,Disparity20
8927,V_MA20,Slow%K,Disparity60
8928,V_MA20,Slow%K,ADX
8929,V_MA20,Slow%K,ADOSC
8930,V_MA20,Slow%K,Volume_OSC
8931,V_MA20,Slow%K,upperband
8932,V_MA20,Slow%K,middleband
8933,V_MA20,Slow%K,lowerband
8934,V_MA20,Slow%D,RSI14
8935,V_MA20,Slow%D,RSI signal
8936,V_MA20,Slow%D,CCI
8937,V_MA20,Slow%D,A_Ratio
8938,V_MA20,Slow%D,B_Ratio
8939,V_MA20,Slow%D,ATR
8940,V_MA20,Slow%D,UpDI
8941,V_MA20,Slow%D,DownDI
8942,V_MA20,Slow%D,MFI
8943,V_MA20,Slow%D,Momentum
8944,V_MA20,Slow%D,Sonar
8945,V_MA20,Slow%D,Sonar_sig5
8946,V_MA20,Slow%D,STDEV
8947,V_MA20,Slow%D,Sigma
8948,V_MA20,Slow%D,TRIX
8949,V_MA20,Slow%D,VR
8950,V_MA20,Slow%D,WILLR
8951,V_MA20,Slow%D,Psy
8952,V_MA20,Slow%D,Disparity20
8953,V_MA20,Slow%D,Disparity60
8954,V_MA20,Slow%D,ADX
8955,V_MA20,Slow%D,ADOSC
8956,V_MA20,Slow%D,Volume_OSC
8957,V_MA20,Slow%D,upperband
8958,V_MA20,Slow%D,middleband
8959,V_MA20,Slow%D,lowerband
8960,V_MA20,RSI14,RSI signal
8961,V_MA20,RSI14,CCI
8962,V_MA20,RSI14,A_Ratio
8963,V_MA20,RSI14,B_Ratio
8964,V_MA20,RSI14,ATR
8965,V_MA20,RSI14,UpDI
8966,V_MA20,RSI14,DownDI
8967,V_MA20,RSI14,MFI
8968,V_MA20,RSI14,Momentum
8969,V_MA20,RSI14,Sonar
8970,V_MA20,RSI14,Sonar_sig5
8971,V_MA20,RSI14,STDEV
8972,V_MA20,RSI14,Sigma
8973,V_MA20,RSI14,TRIX
8974,V_MA20,RSI14,VR
8975,V_MA20,RSI14,WILLR
8976,V_MA20,RSI14,Psy
8977,V_MA20,RSI14,Disparity20
8978,V_MA20,RSI14,Disparity60
8979,V_MA20,RSI14,ADX
8980,V_MA20,RSI14,ADOSC
8981,V_MA20,RSI14,Volume_OSC
8982,V_MA20,RSI14,upperband
8983,V_MA20,RSI14,middleband
8984,V_MA20,RSI14,lowerband
8985,V_MA20,RSI signal,CCI
8986,V_MA20,RSI signal,A_Ratio
8987,V_MA20,RSI signal,B_Ratio
8988,V_MA20,RSI signal,ATR
8989,V_MA20,RSI signal,UpDI
8990,V_MA20,RSI signal,DownDI
8991,V_MA20,RSI signal,MFI
8992,V_MA20,RSI signal,Momentum
8993,V_MA20,RSI signal,Sonar
8994,V_MA20,RSI signal,Sonar_sig5
8995,V_MA20,RSI signal,STDEV
8996,V_MA20,RSI signal,Sigma
8997,V_MA20,RSI signal,TRIX
8998,V_MA20,RSI signal,VR
8999,V_MA20,RSI signal,WILLR
9000,V_MA20,RSI signal,Psy
9001,V_MA20,RSI signal,Disparity20
9002,V_MA20,RSI signal,Disparity60
9003,V_MA20,RSI signal,ADX
9004,V_MA20,RSI signal,ADOSC
9005,V_MA20,RSI signal,Volume_OSC
9006,V_MA20,RSI signal,upperband
9007,V_MA20,RSI signal,middleband
9008,V_MA20,RSI signal,lowerband
9009,V_MA20,CCI,A_Ratio
9010,V_MA20,CCI,B_Ratio
9011,V_MA20,CCI,ATR
9012,V_MA20,CCI,UpDI
9013,V_MA20,CCI,DownDI
9014,V_MA20,CCI,MFI
9015,V_MA20,CCI,Momentum
9016,V_MA20,CCI,Sonar
9017,V_MA20,CCI,Sonar_sig5
9018,V_MA20,CCI,STDEV
9019,V_MA20,CCI,Sigma
9020,V_MA20,CCI,TRIX
9021,V_MA20,CCI,VR
9022,V_MA20,CCI,WILLR
9023,V_MA20,CCI,Psy
9024,V_MA20,CCI,Disparity20
9025,V_MA20,CCI,Disparity60
9026,V_MA20,CCI,ADX
9027,V_MA20,CCI,ADOSC
9028,V_MA20,CCI,Volume_OSC
9029,V_MA20,CCI,upperband
9030,V_MA20,CCI,middleband
9031,V_MA20,CCI,lowerband
9032,V_MA20,A_Ratio,B_Ratio
9033,V_MA20,A_Ratio,ATR
9034,V_MA20,A_Ratio,UpDI
9035,V_MA20,A_Ratio,DownDI
9036,V_MA20,A_Ratio,MFI
9037,V_MA20,A_Ratio,Momentum
9038,V_MA20,A_Ratio,Sonar
9039,V_MA20,A_Ratio,Sonar_sig5
9040,V_MA20,A_Ratio,STDEV
9041,V_MA20,A_Ratio,Sigma
9042,V_MA20,A_Ratio,TRIX
9043,V_MA20,A_Ratio,VR
9044,V_MA20,A_Ratio,WILLR
9045,V_MA20,A_Ratio,Psy
9046,V_MA20,A_Ratio,Disparity20
9047,V_MA20,A_Ratio,Disparity60
9048,V_MA20,A_Ratio,ADX
9049,V_MA20,A_Ratio,ADOSC
9050,V_MA20,A_Ratio,Volume_OSC
9051,V_MA20,A_Ratio,upperband
9052,V_MA20,A_Ratio,middleband
9053,V_MA20,A_Ratio,lowerband
9054,V_MA20,B_Ratio,ATR
9055,V_MA20,B_Ratio,UpDI
9056,V_MA20,B_Ratio,DownDI
9057,V_MA20,B_Ratio,MFI
9058,V_MA20,B_Ratio,Momentum
9059,V_MA20,B_Ratio,Sonar
9060,V_MA20,B_Ratio,Sonar_sig5
9061,V_MA20,B_Ratio,STDEV
9062,V_MA20,B_Ratio,Sigma
9063,V_MA20,B_Ratio,TRIX
9064,V_MA20,B_Ratio,VR
9065,V_MA20,B_Ratio,WILLR
9066,V_MA20,B_Ratio,Psy
9067,V_MA20,B_Ratio,Disparity20
9068,V_MA20,B_Ratio,Disparity60
9069,V_MA20,B_Ratio,ADX
9070,V_MA20,B_Ratio,ADOSC
9071,V_MA20,B_Ratio,Volume_OSC
9072,V_MA20,B_Ratio,upperband
9073,V_MA20,B_Ratio,middleband
9074,V_MA20,B_Ratio,lowerband
9075,V_MA20,ATR,UpDI
9076,V_MA20,ATR,DownDI
9077,V_MA20,ATR,MFI
9078,V_MA20,ATR,Momentum
9079,V_MA20,ATR,Sonar
9080,V_MA20,ATR,Sonar_sig5
9081,V_MA20,ATR,STDEV
9082,V_MA20,ATR,Sigma
9083,V_MA20,ATR,TRIX
9084,V_MA20,ATR,VR
9085,V_MA20,ATR,WILLR
9086,V_MA20,ATR,Psy
9087,V_MA20,ATR,Disparity20
9088,V_MA20,ATR,Disparity60
9089,V_MA20,ATR,ADX
9090,V_MA20,ATR,ADOSC
9091,V_MA20,ATR,Volume_OSC
9092,V_MA20,ATR,upperband
9093,V_MA20,ATR,middleband
9094,V_MA20,ATR,lowerband
9095,V_MA20,UpDI,DownDI
9096,V_MA20,UpDI,MFI
9097,V_MA20,UpDI,Momentum
9098,V_MA20,UpDI,Sonar
9099,V_MA20,UpDI,Sonar_sig5
9100,V_MA20,UpDI,STDEV
9101,V_MA20,UpDI,Sigma
9102,V_MA20,UpDI,TRIX
9103,V_MA20,UpDI,VR
9104,V_MA20,UpDI,WILLR
9105,V_MA20,UpDI,Psy
9106,V_MA20,UpDI,Disparity20
9107,V_MA20,UpDI,Disparity60
9108,V_MA20,UpDI,ADX
9109,V_MA20,UpDI,ADOSC
9110,V_MA20,UpDI,Volume_OSC
9111,V_MA20,UpDI,upperband
9112,V_MA20,UpDI,middleband
9113,V_MA20,UpDI,lowerband
9114,V_MA20,DownDI,MFI
9115,V_MA20,DownDI,Momentum
9116,V_MA20,DownDI,Sonar
9117,V_MA20,DownDI,Sonar_sig5
9118,V_MA20,DownDI,STDEV
9119,V_MA20,DownDI,Sigma
9120,V_MA20,DownDI,TRIX
9121,V_MA20,DownDI,VR
9122,V_MA20,DownDI,WILLR
9123,V_MA20,DownDI,Psy
9124,V_MA20,DownDI,Disparity20
9125,V_MA20,DownDI,Disparity60
9126,V_MA20,DownDI,ADX
9127,V_MA20,DownDI,ADOSC
9128,V_MA20,DownDI,Volume_OSC
9129,V_MA20,DownDI,upperband
9130,V_MA20,DownDI,middleband
9131,V_MA20,DownDI,lowerband
9132,V_MA20,MFI,Momentum
9133,V_MA20,MFI,Sonar
9134,V_MA20,MFI,Sonar_sig5
9135,V_MA20,MFI,STDEV
9136,V_MA20,MFI,Sigma
9137,V_MA20,MFI,TRIX
9138,V_MA20,MFI,VR
9139,V_MA20,MFI,WILLR
9140,V_MA20,MFI,Psy
9141,V_MA20,MFI,Disparity20
9142,V_MA20,MFI,Disparity60
9143,V_MA20,MFI,ADX
9144,V_MA20,MFI,ADOSC
9145,V_MA20,MFI,Volume_OSC
9146,V_MA20,MFI,upperband
9147,V_MA20,MFI,middleband
9148,V_MA20,MFI,lowerband
9149,V_MA20,Momentum,Sonar
9150,V_MA20,Momentum,Sonar_sig5
9151,V_MA20,Momentum,STDEV
9152,V_MA20,Momentum,Sigma
9153,V_MA20,Momentum,TRIX
9154,V_MA20,Momentum,VR
9155,V_MA20,Momentum,WILLR
9156,V_MA20,Momentum,Psy
9157,V_MA20,Momentum,Disparity20
9158,V_MA20,Momentum,Disparity60
9159,V_MA20,Momentum,ADX
9160,V_MA20,Momentum,ADOSC
9161,V_MA20,Momentum,Volume_OSC
9162,V_MA20,Momentum,upperband
9163,V_MA20,Momentum,middleband
9164,V_MA20,Momentum,lowerband
9165,V_MA20,Sonar,Sonar_sig5
9166,V_MA20,Sonar,STDEV
9167,V_MA20,Sonar,Sigma
9168,V_MA20,Sonar,TRIX
9169,V_MA20,Sonar,VR
9170,V_MA20,Sonar,WILLR
9171,V_MA20,Sonar,Psy
9172,V_MA20,Sonar,Disparity20
9173,V_MA20,Sonar,Disparity60
9174,V_MA20,Sonar,ADX
9175,V_MA20,Sonar,ADOSC
9176,V_MA20,Sonar,Volume_OSC
9177,V_MA20,Sonar,upperband
9178,V_MA20,Sonar,middleband
9179,V_MA20,Sonar,lowerband
9180,V_MA20,Sonar_sig5,STDEV
9181,V_MA20,Sonar_sig5,Sigma
9182,V_MA20,Sonar_sig5,TRIX
9183,V_MA20,Sonar_sig5,VR
9184,V_MA20,Sonar_sig5,WILLR
9185,V_MA20,Sonar_sig5,Psy
9186,V_MA20,Sonar_sig5,Disparity20
9187,V_MA20,Sonar_sig5,Disparity60
9188,V_MA20,Sonar_sig5,ADX
9189,V_MA20,Sonar_sig5,ADOSC
9190,V_MA20,Sonar_sig5,Volume_OSC
9191,V_MA20,Sonar_sig5,upperband
9192,V_MA20,Sonar_sig5,middleband
9193,V_MA20,Sonar_sig5,lowerband
9194,V_MA20,STDEV,Sigma
9195,V_MA20,STDEV,TRIX
9196,V_MA20,STDEV,VR
9197,V_MA20,STDEV,WILLR
9198,V_MA20,STDEV,Psy
9199,V_MA20,STDEV,Disparity20
9200,V_MA20,STDEV,Disparity60
9201,V_MA20,STDEV,ADX
9202,V_MA20,STDEV,ADOSC
9203,V_MA20,STDEV,Volume_OSC
9204,V_MA20,STDEV,upperband
9205,V_MA20,STDEV,middleband
9206,V_MA20,STDEV,lowerband
9207,V_MA20,Sigma,TRIX
9208,V_MA20,Sigma,VR
9209,V_MA20,Sigma,WILLR
9210,V_MA20,Sigma,Psy
9211,V_MA20,Sigma,Disparity20
9212,V_MA20,Sigma,Disparity60
9213,V_MA20,Sigma,ADX
9214,V_MA20,Sigma,ADOSC
9215,V_MA20,Sigma,Volume_OSC
9216,V_MA20,Sigma,upperband
9217,V_MA20,Sigma,middleband
9218,V_MA20,Sigma,lowerband
9219,V_MA20,TRIX,VR
9220,V_MA20,TRIX,WILLR
9221,V_MA20,TRIX,Psy
9222,V_MA20,TRIX,Disparity20
9223,V_MA20,TRIX,Disparity60
9224,V_MA20,TRIX,ADX
9225,V_MA20,TRIX,ADOSC
9226,V_MA20,TRIX,Volume_OSC
9227,V_MA20,TRIX,upperband
9228,V_MA20,TRIX,middleband
9229,V_MA20,TRIX,lowerband
9230,V_MA20,VR,WILLR
9231,V_MA20,VR,Psy
9232,V_MA20,VR,Disparity20
9233,V_MA20,VR,Disparity60
9234,V_MA20,VR,ADX
9235,V_MA20,VR,ADOSC
9236,V_MA20,VR,Volume_OSC
9237,V_MA20,VR,upperband
9238,V_MA20,VR,middleband
9239,V_MA20,VR,lowerband
9240,V_MA20,WILLR,Psy
9241,V_MA20,WILLR,Disparity20
9242,V_MA20,WILLR,Disparity60
9243,V_MA20,WILLR,ADX
9244,V_MA20,WILLR,ADOSC
9245,V_MA20,WILLR,Volume_OSC
9246,V_MA20,WILLR,upperband
9247,V_MA20,WILLR,middleband
9248,V_MA20,WILLR,lowerband
9249,V_MA20,Psy,Disparity20
9250,V_MA20,Psy,Disparity60
9251,V_MA20,Psy,ADX
9252,V_MA20,Psy,ADOSC
9253,V_MA20,Psy,Volume_OSC
9254,V_MA20,Psy,upperband
9255,V_MA20,Psy,middleband
9256,V_MA20,Psy,lowerband
9257,V_MA20,Disparity20,Disparity60
9258,V_MA20,Disparity20,ADX
9259,V_MA20,Disparity20,ADOSC
9260,V_MA20,Disparity20,Volume_OSC
9261,V_MA20,Disparity20,upperband
9262,V_MA20,Disparity20,middleband
9263,V_MA20,Disparity20,lowerband
9264,V_MA20,Disparity60,ADX
9265,V_MA20,Disparity60,ADOSC
9266,V_MA20,Disparity60,Volume_OSC
9267,V_MA20,Disparity60,upperband
9268,V_MA20,Disparity60,middleband
9269,V_MA20,Disparity60,lowerband
9270,V_MA20,ADX,ADOSC
9271,V_MA20,ADX,Volume_OSC
9272,V_MA20,ADX,upperband
9273,V_MA20,ADX,middleband
9274,V_MA20,ADX,lowerband
9275,V_MA20,ADOSC,Volume_OSC
9276,V_MA20,ADOSC,upperband
9277,V_MA20,ADOSC,middleband
9278,V_MA20,ADOSC,lowerband
9279,V_MA20,Volume_OSC,upperband
9280,V_MA20,Volume_OSC,middleband
9281,V_MA20,Volume_OSC,lowerband
9282,V_MA20,upperband,middleband
9283,V_MA20,upperband,lowerband
9284,V_MA20,middleband,lowerband
9285,V_MA60,V_MA120,EMA5
9286,V_MA60,V_MA120,EMA20
9287,V_MA60,V_MA120,EMA60
9288,V_MA60,V_MA120,EMA120
9289,V_MA60,V_MA120,MACD
9290,V_MA60,V_MA120,MACD_sig9
9291,V_MA60,V_MA120,MACD_OSC
9292,V_MA60,V_MA120,Fast%K
9293,V_MA60,V_MA120,Fast%D
9294,V_MA60,V_MA120,Slow%K
9295,V_MA60,V_MA120,Slow%D
9296,V_MA60,V_MA120,RSI14
9297,V_MA60,V_MA120,RSI signal
9298,V_MA60,V_MA120,CCI
9299,V_MA60,V_MA120,A_Ratio
9300,V_MA60,V_MA120,B_Ratio
9301,V_MA60,V_MA120,ATR
9302,V_MA60,V_MA120,UpDI
9303,V_MA60,V_MA120,DownDI
9304,V_MA60,V_MA120,MFI
9305,V_MA60,V_MA120,Momentum
9306,V_MA60,V_MA120,Sonar
9307,V_MA60,V_MA120,Sonar_sig5
9308,V_MA60,V_MA120,STDEV
9309,V_MA60,V_MA120,Sigma
9310,V_MA60,V_MA120,TRIX
9311,V_MA60,V_MA120,VR
9312,V_MA60,V_MA120,WILLR
9313,V_MA60,V_MA120,Psy
9314,V_MA60,V_MA120,Disparity20
9315,V_MA60,V_MA120,Disparity60
9316,V_MA60,V_MA120,ADX
9317,V_MA60,V_MA120,ADOSC
9318,V_MA60,V_MA120,Volume_OSC
9319,V_MA60,V_MA120,upperband
9320,V_MA60,V_MA120,middleband
9321,V_MA60,V_MA120,lowerband
9322,V_MA60,EMA5,EMA20
9323,V_MA60,EMA5,EMA60
9324,V_MA60,EMA5,EMA120
9325,V_MA60,EMA5,MACD
9326,V_MA60,EMA5,MACD_sig9
9327,V_MA60,EMA5,MACD_OSC
9328,V_MA60,EMA5,Fast%K
9329,V_MA60,EMA5,Fast%D
9330,V_MA60,EMA5,Slow%K
9331,V_MA60,EMA5,Slow%D
9332,V_MA60,EMA5,RSI14
9333,V_MA60,EMA5,RSI signal
9334,V_MA60,EMA5,CCI
9335,V_MA60,EMA5,A_Ratio
9336,V_MA60,EMA5,B_Ratio
9337,V_MA60,EMA5,ATR
9338,V_MA60,EMA5,UpDI
9339,V_MA60,EMA5,DownDI
9340,V_MA60,EMA5,MFI
9341,V_MA60,EMA5,Momentum
9342,V_MA60,EMA5,Sonar
9343,V_MA60,EMA5,Sonar_sig5
9344,V_MA60,EMA5,STDEV
9345,V_MA60,EMA5,Sigma
9346,V_MA60,EMA5,TRIX
9347,V_MA60,EMA5,VR
9348,V_MA60,EMA5,WILLR
9349,V_MA60,EMA5,Psy
9350,V_MA60,EMA5,Disparity20
9351,V_MA60,EMA5,Disparity60
9352,V_MA60,EMA5,ADX
9353,V_MA60,EMA5,ADOSC
9354,V_MA60,EMA5,Volume_OSC
9355,V_MA60,EMA5,upperband
9356,V_MA60,EMA5,middleband
9357,V_MA60,EMA5,lowerband
9358,V_MA60,EMA20,EMA60
9359,V_MA60,EMA20,EMA120
9360,V_MA60,EMA20,MACD
9361,V_MA60,EMA20,MACD_sig9
