,0,1
1071,Sonar_sig5,STDEV
1072,Sonar_sig5,Sigma
1073,Sonar_sig5,TRIX
1074,Sonar_sig5,VR
1075,Sonar_sig5,WILLR
1076,Sonar_sig5,Psy
1077,Sonar_sig5,Disparity20
1078,Sonar_sig5,Disparity60
1079,Sonar_sig5,ADX
1080,Sonar_sig5,ADOSC
1081,Sonar_sig5,Volume_OSC
1082,Sonar_sig5,upperband
1083,Sonar_sig5,middleband
1084,Sonar_sig5,lowerband
1085,STDEV,Sigma
1086,STDEV,TRIX
1087,STDEV,VR
1088,STDEV,WILLR
1089,STDEV,Psy
1090,STDEV,Disparity20
1091,STDEV,Disparity60
1092,STDEV,ADX
1093,STDEV,ADOSC
1094,STDEV,Volume_OSC
1095,STDEV,upperband
1096,STDEV,middleband
1097,STDEV,lowerband
1098,Sigma,TRIX
1099,Sigma,VR
1100,Sigma,WILLR
1101,Sigma,Psy
1102,Sigma,Disparity20
1103,Sigma,Disparity60
1104,Sigma,ADX
1105,Sigma,ADOSC
1106,Sigma,Volume_OSC
1107,Sigma,upperband
1108,Sigma,middleband
1109,Sigma,lowerband
1110,TRIX,VR
1111,TRIX,WILLR
1112,TRIX,Psy
1113,TRIX,Disparity20
1114,TRIX,Disparity60
1115,TRIX,ADX
1116,TRIX,ADOSC
1117,TRIX,Volume_OSC
1118,TRIX,upperband
1119,TRIX,middleband
1120,TRIX,lowerband
1121,VR,WILLR
1122,VR,Psy
1123,VR,Disparity20
1124,VR,Disparity60
1125,VR,ADX
1126,VR,ADOSC
1127,VR,Volume_OSC
1128,VR,upperband
1129,VR,middleband
1130,VR,lowerband
1131,WILLR,Psy
1132,WILLR,Disparity20
1133,WILLR,Disparity60
1134,WILLR,ADX
1135,WILLR,ADOSC
1136,WILLR,Volume_OSC
1137,WILLR,upperband
1138,WILLR,middleband
1139,WILLR,lowerband
1140,Psy,Disparity20
1141,Psy,Disparity60
1142,Psy,ADX
1143,Psy,ADOSC
1144,Psy,Volume_OSC
1145,Psy,upperband
1146,Psy,middleband
1147,Psy,lowerband
1148,Disparity20,Disparity60
1149,Disparity20,ADX
1150,Disparity20,ADOSC
1151,Disparity20,Volume_OSC
1152,Disparity20,upperband
1153,Disparity20,middleband
1154,Disparity20,lowerband
1155,Disparity60,ADX
1156,Disparity60,ADOSC
1157,Disparity60,Volume_OSC
1158,Disparity60,upperband
1159,Disparity60,middleband
1160,Disparity60,lowerband
1161,ADX,ADOSC
1162,ADX,Volume_OSC
1163,ADX,upperband
1164,ADX,middleband
1165,ADX,lowerband
1166,ADOSC,Volume_OSC
1167,ADOSC,upperband
1168,ADOSC,middleband
1169,ADOSC,lowerband
1170,Volume_OSC,upperband
1171,Volume_OSC,middleband
1172,Volume_OSC,lowerband
1173,upperband,middleband
1174,upperband,lowerband
1175,middleband,lowerband
